FG_Id,FG_SKU,FG_Type,CompanyId,CompanyName,RM_Id,RM_SKU,RM_Type,SupplierId,SupplierName,RM_Code,RM_hash,RM_ingredient
4,FG-iherb-52816,finished-good,33,New Chapter,590,RM-C33-riboflavin-f24838be,raw-material,28,PureBulk,RM-C33,f24838be,riboflavin
4,FG-iherb-52816,finished-good,33,New Chapter,593,RM-C33-thiamin-1c74da1a,raw-material,27,Prinova USA,RM-C33,1c74da1a,thiamin
4,FG-iherb-52816,finished-good,33,New Chapter,593,RM-C33-thiamin-1c74da1a,raw-material,28,PureBulk,RM-C33,1c74da1a,thiamin
4,FG-iherb-52816,finished-good,33,New Chapter,594,RM-C33-vitamin-a-4518d5ec,raw-material,27,Prinova USA,RM-C33,4518d5ec,vitamin a
4,FG-iherb-52816,finished-good,33,New Chapter,594,RM-C33-vitamin-a-4518d5ec,raw-material,28,PureBulk,RM-C33,4518d5ec,vitamin a
4,FG-iherb-52816,finished-good,33,New Chapter,595,RM-C33-vitamin-b12-000a19b7,raw-material,27,Prinova USA,RM-C33,000a19b7,vitamin b12
4,FG-iherb-52816,finished-good,33,New Chapter,595,RM-C33-vitamin-b12-000a19b7,raw-material,28,PureBulk,RM-C33,000a19b7,vitamin b12
4,FG-iherb-52816,finished-good,33,New Chapter,596,RM-C33-vitamin-b6-fadb33a5,raw-material,27,Prinova USA,RM-C33,fadb33a5,vitamin b6
4,FG-iherb-52816,finished-good,33,New Chapter,596,RM-C33-vitamin-b6-fadb33a5,raw-material,28,PureBulk,RM-C33,fadb33a5,vitamin b6
4,FG-iherb-52816,finished-good,33,New Chapter,597,RM-C33-vitamin-c-cc2f941d,raw-material,27,Prinova USA,RM-C33,cc2f941d,vitamin c
4,FG-iherb-52816,finished-good,33,New Chapter,597,RM-C33-vitamin-c-cc2f941d,raw-material,28,PureBulk,RM-C33,cc2f941d,vitamin c
4,FG-iherb-52816,finished-good,33,New Chapter,598,RM-C33-vitamin-d3-cd036b64,raw-material,27,Prinova USA,RM-C33,cd036b64,vitamin d3
4,FG-iherb-52816,finished-good,33,New Chapter,598,RM-C33-vitamin-d3-cd036b64,raw-material,28,PureBulk,RM-C33,cd036b64,vitamin d3
4,FG-iherb-52816,finished-good,33,New Chapter,599,RM-C33-vitamin-e-d3ce1b4f,raw-material,27,Prinova USA,RM-C33,d3ce1b4f,vitamin e
4,FG-iherb-52816,finished-good,33,New Chapter,599,RM-C33-vitamin-e-d3ce1b4f,raw-material,28,PureBulk,RM-C33,d3ce1b4f,vitamin e
4,FG-iherb-52816,finished-good,33,New Chapter,600,RM-C33-vitamin-k-2f127d05,raw-material,27,Prinova USA,RM-C33,2f127d05,vitamin k
4,FG-iherb-52816,finished-good,33,New Chapter,600,RM-C33-vitamin-k-2f127d05,raw-material,28,PureBulk,RM-C33,2f127d05,vitamin k
5,FG-iherb-14689,finished-good,48,Solgar,759,RM-C48-microcrystalline-cellulose-aa7703fd,raw-material,5,Ashland,RM-C48,aa7703fd,microcrystalline cellulose
5,FG-iherb-14689,finished-good,48,Solgar,759,RM-C48-microcrystalline-cellulose-aa7703fd,raw-material,11,Colorcon,RM-C48,aa7703fd,microcrystalline cellulose
5,FG-iherb-14689,finished-good,48,Solgar,760,RM-C48-riboflavin-1c60a1f7,raw-material,27,Prinova USA,RM-C48,1c60a1f7,riboflavin
5,FG-iherb-14689,finished-good,48,Solgar,760,RM-C48-riboflavin-1c60a1f7,raw-material,28,PureBulk,RM-C48,1c60a1f7,riboflavin
5,FG-iherb-14689,finished-good,48,Solgar,761,RM-C48-silica-35249d68,raw-material,5,Ashland,RM-C48,35249d68,silica
5,FG-iherb-14689,finished-good,48,Solgar,761,RM-C48-silica-35249d68,raw-material,11,Colorcon,RM-C48,35249d68,silica
5,FG-iherb-14689,finished-good,48,Solgar,762,RM-C48-vegetable-cellulose-61685b37,raw-material,5,Ashland,RM-C48,61685b37,vegetable cellulose
5,FG-iherb-14689,finished-good,48,Solgar,762,RM-C48-vegetable-cellulose-61685b37,raw-material,11,Colorcon,RM-C48,61685b37,vegetable cellulose
5,FG-iherb-14689,finished-good,48,Solgar,763,RM-C48-vegetable-glycerin-38cf02f7,raw-material,18,Ingredion,RM-C48,38cf02f7,vegetable glycerin
5,FG-iherb-14689,finished-good,48,Solgar,764,RM-C48-vegetable-magnesium-stearate-f8b702b6,raw-material,5,Ashland,RM-C48,f8b702b6,vegetable magnesium stearate
5,FG-iherb-14689,finished-good,48,Solgar,764,RM-C48-vegetable-magnesium-stearate-f8b702b6,raw-material,11,Colorcon,RM-C48,f8b702b6,vegetable magnesium stearate
5,FG-iherb-14689,finished-good,48,Solgar,765,RM-C48-vegetable-stearic-acid-c62355d9,raw-material,5,Ashland,RM-C48,c62355d9,vegetable stearic acid
5,FG-iherb-14689,finished-good,48,Solgar,765,RM-C48-vegetable-stearic-acid-c62355d9,raw-material,11,Colorcon,RM-C48,c62355d9,vegetable stearic acid
5,FG-iherb-14689,finished-good,48,Solgar,766,RM-C48-vitamin-d3-cholecalciferol-a14e1c25,raw-material,27,Prinova USA,RM-C48,a14e1c25,vitamin d3 cholecalciferol
5,FG-iherb-14689,finished-good,48,Solgar,766,RM-C48-vitamin-d3-cholecalciferol-a14e1c25,raw-material,28,PureBulk,RM-C48,a14e1c25,vitamin d3 cholecalciferol
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,670,RM-C38-acesulfame-potassium-f51994fd,raw-material,10,Cargill,RM-C38,f51994fd,acesulfame potassium
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,670,RM-C38-acesulfame-potassium-f51994fd,raw-material,27,Prinova USA,RM-C38,f51994fd,acesulfame potassium
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,671,RM-C38-artificial-flavor-66466071,raw-material,15,Gold Coast Ingredients,RM-C38,66466071,artificial flavor
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,673,RM-C38-cocoa-powder-processed-with-alkali-fc69b9d4,raw-material,18,Ingredion,RM-C38,fc69b9d4,cocoa powder processed with alkali
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,674,RM-C38-hydrolyzed-whey-protein-9f15d933,raw-material,3,Actus Nutrition,RM-C38,9f15d933,hydrolyzed whey protein
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,676,RM-C38-natural-flavor-ec532add,raw-material,15,Gold Coast Ingredients,RM-C38,ec532add,natural flavor
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,678,RM-C38-soy-lecithin-563dc5ae,raw-material,1,ADM,RM-C38,563dc5ae,soy lecithin
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,678,RM-C38-soy-lecithin-563dc5ae,raw-material,10,Cargill,RM-C38,563dc5ae,soy lecithin
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,680,RM-C38-sunflower-lecithin-57949880,raw-material,1,ADM,RM-C38,57949880,sunflower lecithin
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,680,RM-C38-sunflower-lecithin-57949880,raw-material,10,Cargill,RM-C38,57949880,sunflower lecithin
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,681,RM-C38-whey-protein-concentrate-c419722f,raw-material,3,Actus Nutrition,RM-C38,c419722f,whey protein concentrate
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,681,RM-C38-whey-protein-concentrate-c419722f,raw-material,27,Prinova USA,RM-C38,c419722f,whey protein concentrate
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,682,RM-C38-whey-protein-isolate-f910e5ae,raw-material,3,Actus Nutrition,RM-C38,f910e5ae,whey protein isolate
6,FG-iherb-27509,finished-good,38,Optimum Nutrition,682,RM-C38-whey-protein-isolate-f910e5ae,raw-material,27,Prinova USA,RM-C38,f910e5ae,whey protein isolate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,488,RM-C27-citric-acid-22adab04,raw-material,27,Prinova USA,RM-C27,22adab04,citric acid
7,FG-iherb-105065,finished-good,27,Liquid I.V.,488,RM-C27-citric-acid-22adab04,raw-material,38,Univar Solutions,RM-C27,22adab04,citric acid
7,FG-iherb-105065,finished-good,27,Liquid I.V.,489,RM-C27-dextrose-7cf0a4ab,raw-material,18,Ingredion,RM-C27,7cf0a4ab,dextrose
7,FG-iherb-105065,finished-good,27,Liquid I.V.,489,RM-C27-dextrose-7cf0a4ab,raw-material,27,Prinova USA,RM-C27,7cf0a4ab,dextrose
7,FG-iherb-105065,finished-good,27,Liquid I.V.,490,RM-C27-dipotassium-phosphate-0471d680,raw-material,19,Jost Chemical,RM-C27,0471d680,dipotassium phosphate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,490,RM-C27-dipotassium-phosphate-0471d680,raw-material,28,PureBulk,RM-C27,0471d680,dipotassium phosphate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,493,RM-C27-potassium-citrate-b91db2ed,raw-material,19,Jost Chemical,RM-C27,b91db2ed,potassium citrate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,493,RM-C27-potassium-citrate-b91db2ed,raw-material,28,PureBulk,RM-C27,b91db2ed,potassium citrate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,494,RM-C27-pure-cane-sugar-44f6c2d3,raw-material,18,Ingredion,RM-C27,44f6c2d3,pure cane sugar
7,FG-iherb-105065,finished-good,27,Liquid I.V.,494,RM-C27-pure-cane-sugar-44f6c2d3,raw-material,27,Prinova USA,RM-C27,44f6c2d3,pure cane sugar
7,FG-iherb-105065,finished-good,27,Liquid I.V.,495,RM-C27-salt-848383fa,raw-material,19,Jost Chemical,RM-C27,848383fa,salt
7,FG-iherb-105065,finished-good,27,Liquid I.V.,495,RM-C27-salt-848383fa,raw-material,28,PureBulk,RM-C27,848383fa,salt
7,FG-iherb-105065,finished-good,27,Liquid I.V.,496,RM-C27-silicon-dioxide-3e48964c,raw-material,5,Ashland,RM-C27,3e48964c,silicon dioxide
7,FG-iherb-105065,finished-good,27,Liquid I.V.,496,RM-C27-silicon-dioxide-3e48964c,raw-material,11,Colorcon,RM-C27,3e48964c,silicon dioxide
7,FG-iherb-105065,finished-good,27,Liquid I.V.,497,RM-C27-sodium-citrate-08487851,raw-material,19,Jost Chemical,RM-C27,08487851,sodium citrate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,497,RM-C27-sodium-citrate-08487851,raw-material,28,PureBulk,RM-C27,08487851,sodium citrate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,498,RM-C27-stevia-leaf-extract-rebaudioside-a-7b086972,raw-material,10,Cargill,RM-C27,7b086972,stevia leaf extract rebaudioside a
7,FG-iherb-105065,finished-good,27,Liquid I.V.,498,RM-C27-stevia-leaf-extract-rebaudioside-a-7b086972,raw-material,27,Prinova USA,RM-C27,7b086972,stevia leaf extract rebaudioside a
7,FG-iherb-105065,finished-good,27,Liquid I.V.,499,RM-C27-vitamin-b12-cyanocobalamin-2da25f81,raw-material,27,Prinova USA,RM-C27,2da25f81,vitamin b12 cyanocobalamin
7,FG-iherb-105065,finished-good,27,Liquid I.V.,499,RM-C27-vitamin-b12-cyanocobalamin-2da25f81,raw-material,28,PureBulk,RM-C27,2da25f81,vitamin b12 cyanocobalamin
7,FG-iherb-105065,finished-good,27,Liquid I.V.,500,RM-C27-vitamin-b3-niacinamide-7dfaf6f5,raw-material,27,Prinova USA,RM-C27,7dfaf6f5,vitamin b3 niacinamide
7,FG-iherb-105065,finished-good,27,Liquid I.V.,500,RM-C27-vitamin-b3-niacinamide-7dfaf6f5,raw-material,28,PureBulk,RM-C27,7dfaf6f5,vitamin b3 niacinamide
7,FG-iherb-105065,finished-good,27,Liquid I.V.,501,RM-C27-vitamin-b5-d-calcium-pantothenate-fd43f6c0,raw-material,27,Prinova USA,RM-C27,fd43f6c0,vitamin b5 d calcium pantothenate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,501,RM-C27-vitamin-b5-d-calcium-pantothenate-fd43f6c0,raw-material,28,PureBulk,RM-C27,fd43f6c0,vitamin b5 d calcium pantothenate
7,FG-iherb-105065,finished-good,27,Liquid I.V.,502,RM-C27-vitamin-b6-pyridoxine-hydrochloride-bb52b75a,raw-material,27,Prinova USA,RM-C27,bb52b75a,vitamin b6 pyridoxine hydrochloride
7,FG-iherb-105065,finished-good,27,Liquid I.V.,502,RM-C27-vitamin-b6-pyridoxine-hydrochloride-bb52b75a,raw-material,28,PureBulk,RM-C27,bb52b75a,vitamin b6 pyridoxine hydrochloride
7,FG-iherb-105065,finished-good,27,Liquid I.V.,503,RM-C27-vitamin-c-ascorbic-acid-2d17523d,raw-material,27,Prinova USA,RM-C27,2d17523d,vitamin c ascorbic acid
7,FG-iherb-105065,finished-good,27,Liquid I.V.,503,RM-C27-vitamin-c-ascorbic-acid-2d17523d,raw-material,28,PureBulk,RM-C27,2d17523d,vitamin c ascorbic acid
8,FG-iherb-5452,finished-good,35,NutriBiotic,607,RM-C35-calcium-carbonate-d0e0b4e2,raw-material,19,Jost Chemical,RM-C35,d0e0b4e2,calcium carbonate
8,FG-iherb-5452,finished-good,35,NutriBiotic,607,RM-C35-calcium-carbonate-d0e0b4e2,raw-material,28,PureBulk,RM-C35,d0e0b4e2,calcium carbonate
8,FG-iherb-5452,finished-good,35,NutriBiotic,608,RM-C35-chromium-nicotinate-5344125d,raw-material,19,Jost Chemical,RM-C35,5344125d,chromium nicotinate
8,FG-iherb-5452,finished-good,35,NutriBiotic,608,RM-C35-chromium-nicotinate-5344125d,raw-material,27,Prinova USA,RM-C35,5344125d,chromium nicotinate
8,FG-iherb-5452,finished-good,35,NutriBiotic,609,RM-C35-magnesium-carbonate-192d24ea,raw-material,19,Jost Chemical,RM-C35,192d24ea,magnesium carbonate
8,FG-iherb-5452,finished-good,35,NutriBiotic,609,RM-C35-magnesium-carbonate-192d24ea,raw-material,27,Prinova USA,RM-C35,192d24ea,magnesium carbonate
8,FG-iherb-5452,finished-good,35,NutriBiotic,610,RM-C35-magnesium-stearate-e0ea85f7,raw-material,5,Ashland,RM-C35,e0ea85f7,magnesium stearate
8,FG-iherb-5452,finished-good,35,NutriBiotic,610,RM-C35-magnesium-stearate-e0ea85f7,raw-material,11,Colorcon,RM-C35,e0ea85f7,magnesium stearate
8,FG-iherb-5452,finished-good,35,NutriBiotic,611,RM-C35-potassium-gluconate-1edd6ca1,raw-material,19,Jost Chemical,RM-C35,1edd6ca1,potassium gluconate
8,FG-iherb-5452,finished-good,35,NutriBiotic,611,RM-C35-potassium-gluconate-1edd6ca1,raw-material,28,PureBulk,RM-C35,1edd6ca1,potassium gluconate
8,FG-iherb-5452,finished-good,35,NutriBiotic,612,RM-C35-sodium-chloride-235bec7e,raw-material,19,Jost Chemical,RM-C35,235bec7e,sodium chloride
8,FG-iherb-5452,finished-good,35,NutriBiotic,612,RM-C35-sodium-chloride-235bec7e,raw-material,28,PureBulk,RM-C35,235bec7e,sodium chloride
8,FG-iherb-5452,finished-good,35,NutriBiotic,613,RM-C35-vegan-capsule-d9a85712,raw-material,9,Capsuline,RM-C35,d9a85712,vegan capsule
8,FG-iherb-5452,finished-good,35,NutriBiotic,613,RM-C35-vegan-capsule-d9a85712,raw-material,11,Colorcon,RM-C35,d9a85712,vegan capsule
8,FG-iherb-5452,finished-good,35,NutriBiotic,614,RM-C35-vitamin-c-l-ascorbic-acid-17da2399,raw-material,27,Prinova USA,RM-C35,17da2399,vitamin c l ascorbic acid
8,FG-iherb-5452,finished-good,35,NutriBiotic,614,RM-C35-vitamin-c-l-ascorbic-acid-17da2399,raw-material,28,PureBulk,RM-C35,17da2399,vitamin c l ascorbic acid
8,FG-iherb-5452,finished-good,35,NutriBiotic,615,RM-C35-zinc-sulfate-04f0fb89,raw-material,19,Jost Chemical,RM-C35,04f0fb89,zinc sulfate
8,FG-iherb-5452,finished-good,35,NutriBiotic,615,RM-C35-zinc-sulfate-04f0fb89,raw-material,28,PureBulk,RM-C35,04f0fb89,zinc sulfate
9,FG-iherb-698,finished-good,28,NOW Foods,504,RM-C28-ascorbyl-palmitate-373a4bfa,raw-material,27,Prinova USA,RM-C28,373a4bfa,ascorbyl palmitate
9,FG-iherb-698,finished-good,28,NOW Foods,504,RM-C28-ascorbyl-palmitate-373a4bfa,raw-material,28,PureBulk,RM-C28,373a4bfa,ascorbyl palmitate
9,FG-iherb-698,finished-good,28,NOW Foods,507,RM-C28-hypromellose-155bba6b,raw-material,9,Capsuline,RM-C28,155bba6b,hypromellose
